Shipment_ID,Country,City,Warehouse,Transport_Mode,Distance_km,Delivery_Time_days,Expected_Delivery_days,Delay_days,Shipping_Cost,Order_Value,Order_Date,Delivery_Date
SHP-101543,Nigeria,Abuja,WH-Central-1,Truck,747,2,1,1,323.66,3663.09,2023-02-13,2023-02-15
SHP-101544,Ethiopia,Dire Dawa,WH-East-2,Truck,1414,4,3,1,773.57,4718.77,2024-01-08,2024-01-12
SHP-101545,Uganda,Entebbe,WH-West-1,Truck,1469,3,3,0,845.76,2513.33,2023-01-30,2023-02-02
SHP-101546,Kenya,Kisumu,WH-East-2,Air,50,1,1,0,49.35,4974.82,2024-07-27,2024-07-28
SHP-101547,Kenya,Nairobi,WH-East-1,Truck,972,2,2,0,600.1,3886.1,2024-08-20,2024-08-22
SHP-101548,Cameroon,Douala,WH-East-2,Air,1136,3,2,1,1069.83,3549.46,2024-01-11,2024-01-14
SHP-101549,Uganda,Gulu,WH-East-1,Truck,759,2,1,1,602.8,4468.23,2023-08-31,2023-09-02
SHP-101550,Ethiopia,Mekelle,WH-East-2,Truck,1237,4,3,1,1143.93,775.24,2024-09-07,2024-09-11
SHP-101551,Kenya,Kisumu,WH-Central-1,Truck,533,1,1,0,291.89,1511.38,2023-10-14,2023-10-15
SHP-101552,Rwanda,Huye,WH-Central-1,Truck,1288,5,3,2,1326.11,1804.46,2024-09-08,2024-09-13
SHP-101553,Tanzania,Dar es Salaam,WH-East-1,Air,1447,3,3,0,1206.69,1981.34,2024-05-03,2024-05-06
SHP-101554,Tanzania,Arusha,WH-East-1,Rail,1401,4,3,1,930.51,2771.03,2023-04-06,2023-04-10
SHP-101555,Kenya,Mombasa,WH-Central-1,Sea,1103,4,2,2,785.51,2593.02,2024-09-04,2024-09-08
SHP-101556,Uganda,Gulu,WH-East-1,Truck,973,3,2,1,797.63,306.8,2024-05-16,2024-05-19
SHP-101557,Uganda,Kampala,WH-West-1,Rail,798,1,1,0,805.2,4780.31,2023-09-18,2023-09-19
SHP-101558,Ethiopia,Dire Dawa,WH-West-1,Air,725,1,1,0,366.43,2038.24,2023-05-23,2023-05-24
SHP-101559,Uganda,Entebbe,WH-East-1,Rail,522,2,1,1,420.11,2809.77,2023-11-27,2023-11-29
SHP-101560,Tanzania,Dodoma,WH-Central-1,Truck,663,2,1,1,759.87,4493.7,2023-05-13,2023-05-15
SHP-101561,Rwanda,Kigali,WH-Central-1,Air,940,2,2,0,564.84,4594.48,2024-08-19,2024-08-21
SHP-101562,Nigeria,Abuja,WH-East-1,Sea,1165,3,2,1,523.76,4462.79,2024-08-31,2024-09-03
SHP-101563,Tanzania,Dar es Salaam,WH-Central-1,Sea,912,3,2,1,676.65,744.31,2023-10-31,2023-11-03
SHP-101564,Cameroon,Bafoussam,WH-East-2,Truck,1770,4,4,0,1330.79,3905.08,2023-12-28,2024-01-01
SHP-101565,Uganda,Kampala,WH-East-1,Rail,1622,5,4,1,1796.13,283.47,2023-10-11,2023-10-16
SHP-101566,Nigeria,Abuja,WH-Central-1,Air,816,2,2,0,872.01,3745.09,2023-07-05,2023-07-07
SHP-101567,Tanzania,Arusha,WH-East-1,Truck,50,2,1,1,50.99,3751.14,2024-01-12,2024-01-14
SHP-101568,Kenya,Mombasa,WH-West-1,Rail,50,2,1,1,31.6,1096.08,2023-10-12,2023-10-14
SHP-101569,Tanzania,Dar es Salaam,WH-Central-1,Truck,720,1,1,0,847.14,1423.0,2023-12-07,2023-12-08
SHP-101570,Tanzania,Dar es Salaam,WH-East-2,Sea,254,1,1,0,105.04,2706.06,2023-08-23,2023-08-24
SHP-101571,Uganda,Entebbe,WH-East-1,Air,579,1,1,0,552.34,3224.89,2024-07-16,2024-07-17
SHP-101572,Ethiopia,Addis Ababa,WH-East-2,Truck,1345,2,3,-1,987.48,3848.99,2023-05-03,2023-05-05
SHP-101573,Uganda,Entebbe,WH-Central-1,Air,1604,4,4,0,1385.09,4031.22,2024-07-04,2024-07-08
SHP-101574,Kenya,Nairobi,WH-East-2,Truck,235,3,1,2,182.04,4336.78,2023-12-19,2023-12-22
SHP-101575,Rwanda,Huye,WH-West-1,Air,1148,3,2,1,987.72,791.53,2024-04-28,2024-05-01
SHP-101576,Ethiopia,Addis Ababa,WH-East-1,Truck,561,3,1,2,396.89,3744.28,2024-06-25,2024-06-28
SHP-101577,Rwanda,Musanze,WH-East-1,Truck,379,2,1,1,161.97,4130.4,2023-05-21,2023-05-23
SHP-101578,Rwanda,Kigali,WH-Central-1,Truck,487,3,1,2,563.61,4618.57,2024-04-24,2024-04-27
SHP-101579,Nigeria,Abuja,WH-East-2,Truck,854,2,2,0,451.0,237.11,2023-10-24,2023-10-26
SHP-101580,Kenya,Mombasa,WH-Central-1,Truck,856,3,2,1,364.76,532.72,2023-06-30,2023-07-03
SHP-101581,Nigeria,Abuja,WH-East-1,Truck,50,3,1,2,24.73,3947.71,2023-09-12,2023-09-15
SHP-101582,Kenya,Mombasa,WH-East-1,Truck,938,4,2,2,759.04,1475.26,2024-10-17,2024-10-21
SHP-101583,Ethiopia,Mekelle,WH-East-1,Truck,1227,3,3,0,984.09,2894.12,2023-08-25,2023-08-28
SHP-101584,Tanzania,Dodoma,WH-Central-1,Truck,1131,3,2,1,564.98,1856.24,2023-04-07,2023-04-10
SHP-101585,Cameroon,Yaounde,WH-East-2,Truck,871,2,2,0,452.9,3962.78,2023-08-21,2023-08-23
SHP-101586,Tanzania,Dodoma,WH-Central-1,Truck,1541,4,3,1,1698.24,698.15,2023-09-27,2023-10-01
SHP-101587,Rwanda,Kigali,WH-East-1,Truck,907,2,2,0,800.22,4999.06,2023-12-12,2023-12-14
SHP-101588,Cameroon,Douala,WH-East-1,Truck,694,1,1,0,663.65,3757.31,2023-07-01,2023-07-02
SHP-101589,Rwanda,Huye,WH-West-1,Truck,986,3,2,1,1001.01,3405.23,2024-08-21,2024-08-24
SHP-101590,Ethiopia,Mekelle,WH-West-1,Truck,948,3,2,1,514.04,445.95,2024-04-23,2024-04-26
SHP-101591,Tanzania,Arusha,WH-East-2,Air,1395,3,3,0,650.97,1090.79,2023-06-03,2023-06-06
SHP-101592,Cameroon,Bafoussam,WH-East-1,Sea,1073,3,2,1,1173.73,4274.01,2023-12-25,2023-12-28
SHP-101593,Nigeria,Abuja,WH-East-2,Truck,1037,2,2,0,1105.08,601.88,2024-06-25,2024-06-27
SHP-101594,Nigeria,Kano,WH-West-1,Truck,1313,3,3,0,568.55,4610.49,2024-03-02,2024-03-05
SHP-101595,Tanzania,Dodoma,WH-West-1,Truck,960,2,2,0,702.6,2766.37,2023-01-15,2023-01-17
SHP-101596,Kenya,Nairobi,WH-Central-1,Sea,1068,3,2,1,730.59,2579.17,2024-09-01,2024-09-04
SHP-101597,Uganda,Kampala,WH-Central-1,Air,448,1,1,0,445.8,872.19,2024-04-14,2024-04-15
SHP-101598,Tanzania,Arusha,WH-West-1,Truck,757,1,1,0,320.39,3165.15,2023-04-09,2023-04-10
SHP-101599,Uganda,Kampala,WH-Central-1,Truck,650,2,1,1,438.1,568.88,2023-10-03,2023-10-05
SHP-101600,Nigeria,Lagos,WH-Central-1,Air,756,1,1,0,790.78,849.15,2024-02-21,2024-02-22
SHP-101601,Ethiopia,Mekelle,WH-East-2,Truck,801,2,2,0,576.81,3045.69,2023-12-10,2023-12-12
SHP-101602,Uganda,Entebbe,WH-East-1,Truck,1117,2,2,0,1220.83,4437.47,2023-02-18,2023-02-20
SHP-101603,Cameroon,Douala,WH-Central-1,Truck,374,3,1,2,372.28,4536.04,2023-01-06,2023-01-09
SHP-101604,Uganda,Entebbe,WH-West-1,Truck,1129,2,2,0,965.56,371.24,2023-12-26,2023-12-28
SHP-101605,Kenya,Kisumu,WH-East-2,Sea,655,1,1,0,507.39,4318.47,2023-08-28,2023-08-29
SHP-101606,Uganda,Kampala,WH-Central-1,Truck,749,2,1,1,718.4,4997.4,2024-05-12,2024-05-14
SHP-101607,Cameroon,Bafoussam,WH-West-1,Air,1563,3,3,0,1476.17,1387.85,2024-02-25,2024-02-28
SHP-101608,Uganda,Entebbe,WH-Central-1,Truck,570,1,1,0,364.16,963.03,2023-02-03,2023-02-04
SHP-101609,Kenya,Nairobi,WH-East-1,Air,50,1,1,0,24.34,3796.59,2023-08-02,2023-08-03
SHP-101610,Cameroon,Bafoussam,WH-West-1,Truck,907,3,2,1,448.19,1044.12,2024-06-26,2024-06-29
SHP-101611,Ethiopia,Dire Dawa,WH-Central-1,Truck,918,3,2,1,742.37,1227.76,2024-01-22,2024-01-25
SHP-101612,Nigeria,Abuja,WH-East-2,Truck,513,1,1,0,466.58,2704.77,2023-10-31,2023-11-01
SHP-101613,Uganda,Kampala,WH-East-1,Air,335,1,1,0,338.65,843.19,2023-03-03,2023-03-04
SHP-101614,Ethiopia,Dire Dawa,WH-Central-1,Truck,930,3,2,1,1016.19,4706.64,2024-11-25,2024-11-28
SHP-101615,Cameroon,Douala,WH-East-1,Truck,319,2,1,1,245.94,697.01,2023-11-17,2023-11-19
SHP-101616,Kenya,Kisumu,WH-East-1,Air,1369,3,3,0,1066.32,4782.16,2023-04-20,2023-04-23
SHP-101617,Cameroon,Douala,WH-West-1,Truck,972,3,2,1,599.94,359.3,2023-12-28,2023-12-31
SHP-101618,Uganda,Entebbe,WH-West-1,Truck,1147,2,2,0,1193.03,3280.34,2024-04-13,2024-04-15
SHP-101619,Cameroon,Yaounde,WH-Central-1,Truck,1111,3,2,1,709.22,1076.47,2024-03-07,2024-03-10
SHP-101620,Cameroon,Yaounde,WH-West-1,Air,850,2,2,0,616.82,3322.76,2023-09-07,2023-09-09
SHP-101621,Tanzania,Dar es Salaam,WH-East-1,Truck,50,3,1,2,55.63,3638.39,2024-11-29,2024-12-02
SHP-101622,Ethiopia,Dire Dawa,WH-East-2,Rail,1307,4,3,1,1464.23,1249.03,2024-03-13,2024-03-17
SHP-101623,Rwanda,Huye,WH-East-1,Truck,635,1,1,0,292.65,3097.29,2024-10-13,2024-10-14
SHP-101624,Ethiopia,Dire Dawa,WH-East-1,Rail,1038,3,2,1,457.22,4484.05,2023-06-08,2023-06-11
SHP-101625,Nigeria,Lagos,WH-East-2,Truck,1223,5,3,2,1406.22,3014.09,2024-05-04,2024-05-09
SHP-101626,Ethiopia,Dire Dawa,WH-Central-1,Air,1403,3,3,0,867.24,216.22,2024-05-18,2024-05-21
SHP-101627,Uganda,Gulu,WH-West-1,Truck,1523,3,3,0,1367.29,258.26,2023-12-09,2023-12-12
SHP-101628,Cameroon,Douala,WH-West-1,Truck,1164,3,2,1,836.57,1731.66,2024-09-12,2024-09-15
SHP-101629,Ethiopia,Dire Dawa,WH-Central-1,Rail,964,2,2,0,867.14,3460.92,2023-12-08,2023-12-10
SHP-101630,Kenya,Mombasa,WH-East-2,Truck,944,3,2,1,1048.89,1746.53,2023-01-10,2023-01-13
SHP-101631,Rwanda,Musanze,WH-East-1,Truck,1101,2,2,0,1231.21,918.07,2024-08-01,2024-08-03
SHP-101632,Uganda,Entebbe,WH-West-1,Sea,1259,5,3,2,1036.9,3485.36,2024-03-11,2024-03-16
SHP-101633,Kenya,Nairobi,WH-East-2,Truck,690,2,1,1,433.13,1725.37,2023-08-06,2023-08-08
SHP-101634,Uganda,Gulu,WH-West-1,Truck,1046,4,2,2,545.16,2122.83,2023-12-04,2023-12-08
SHP-101635,Uganda,Entebbe,WH-West-1,Truck,1225,3,3,0,1185.2,4688.21,2024-01-31,2024-02-03
SHP-101636,Uganda,Gulu,WH-Central-1,Truck,636,2,1,1,557.39,3678.61,2023-11-08,2023-11-10
SHP-101637,Uganda,Entebbe,WH-East-1,Truck,922,3,2,1,620.15,2445.51,2023-08-06,2023-08-09
SHP-101638,Nigeria,Kano,WH-East-2,Air,105,1,1,0,58.31,2489.92,2024-08-29,2024-08-30
SHP-101639,Tanzania,Arusha,WH-Central-1,Truck,1021,2,2,0,648.38,4175.0,2024-03-22,2024-03-24
SHP-101640,Rwanda,Musanze,WH-West-1,Air,1004,2,2,0,810.09,595.8,2024-05-30,2024-06-01
SHP-101641,Rwanda,Musanze,WH-West-1,Sea,969,2,2,0,551.62,3147.51,2024-05-20,2024-05-22
SHP-101642,Rwanda,Kigali,WH-Central-1,Truck,1233,4,3,1,1038.39,2155.69,2023-10-01,2023-10-05
SHP-101643,Rwanda,Musanze,WH-East-1,Truck,897,2,2,0,1032.34,3381.45,2024-08-14,2024-08-16
SHP-101644,Cameroon,Bafoussam,WH-East-1,Air,657,1,1,0,732.68,3677.41,2023-11-22,2023-11-23
SHP-101645,Ethiopia,Mekelle,WH-Central-1,Truck,610,1,1,0,307.65,4028.31,2024-05-11,2024-05-12
SHP-101646,Tanzania,Dodoma,WH-East-1,Truck,1524,5,3,2,956.27,3338.93,2024-01-10,2024-01-15
SHP-101647,Ethiopia,Dire Dawa,WH-Central-1,Truck,793,1,1,0,789.37,3781.25,2024-04-14,2024-04-15
SHP-101648,Nigeria,Abuja,WH-Central-1,Truck,391,2,1,1,443.78,4504.41,2024-10-06,2024-10-08
SHP-101649,Cameroon,Bafoussam,WH-Central-1,Air,679,1,1,0,387.69,1482.59,2023-06-13,2023-06-14
SHP-101650,Ethiopia,Dire Dawa,WH-East-1,Truck,91,2,1,1,100.34,1140.19,2023-04-27,2023-04-29
SHP-101651,Ethiopia,Addis Ababa,WH-East-1,Air,1310,4,3,1,1311.37,4722.85,2023-10-06,2023-10-10
SHP-101652,Tanzania,Dodoma,WH-East-1,Truck,998,2,2,0,488.0,352.84,2024-04-04,2024-04-06
SHP-101653,Rwanda,Kigali,WH-East-1,Rail,378,1,1,0,239.22,821.73,2024-08-13,2024-08-14
SHP-101654,Tanzania,Arusha,WH-East-2,Truck,588,2,1,1,359.66,1208.25,2024-07-02,2024-07-04
SHP-101655,Tanzania,Arusha,WH-East-1,Air,1061,2,2,0,1048.86,1496.01,2023-09-04,2023-09-06
SHP-101656,Ethiopia,Addis Ababa,WH-East-2,Air,745,2,1,1,778.08,3709.16,2023-11-21,2023-11-23
SHP-101657,Tanzania,Dar es Salaam,WH-Central-1,Air,801,2,2,0,618.19,4892.55,2024-04-19,2024-04-21
SHP-101658,Kenya,Mombasa,WH-East-2,Air,753,1,1,0,578.61,2260.21,2024-09-20,2024-09-21
SHP-101659,Nigeria,Lagos,WH-Central-1,Sea,1168,3,2,1,601.1,324.94,2023-06-15,2023-06-18
SHP-101660,Kenya,Kisumu,WH-East-2,Rail,608,2,1,1,362.28,2006.58,2023-07-30,2023-08-01
SHP-101661,Nigeria,Abuja,WH-West-1,Truck,881,3,2,1,928.64,2812.4,2023-01-23,2023-01-26
SHP-101662,Uganda,Entebbe,WH-East-2,Truck,677,2,1,1,764.24,4102.82,2023-08-02,2023-08-04
SHP-101663,Cameroon,Yaounde,WH-East-1,Truck,702,2,1,1,286.12,217.5,2024-06-15,2024-06-17
SHP-101664,Nigeria,Lagos,WH-East-1,Truck,1196,3,2,1,985.95,599.33,2023-07-19,2023-07-22
SHP-101665,Uganda,Gulu,WH-Central-1,Truck,518,2,1,1,412.76,1633.68,2023-03-25,2023-03-27
SHP-101666,Nigeria,Kano,WH-East-2,Truck,741,2,1,1,645.59,2838.48,2023-02-24,2023-02-26
SHP-101667,Cameroon,Yaounde,WH-West-1,Truck,860,2,2,0,392.78,3884.03,2023-02-19,2023-02-21
SHP-101668,Ethiopia,Dire Dawa,WH-East-1,Truck,1613,5,4,1,1835.85,2005.59,2023-12-21,2023-12-26
SHP-101669,Nigeria,Abuja,WH-West-1,Air,1175,2,2,0,872.46,2137.63,2024-05-13,2024-05-15
SHP-101670,Ethiopia,Mekelle,WH-East-1,Truck,996,3,2,1,474.62,382.0,2023-11-16,2023-11-19
SHP-101671,Ethiopia,Mekelle,WH-Central-1,Sea,969,3,2,1,1036.37,3392.23,2023-07-06,2023-07-09
SHP-101672,Uganda,Entebbe,WH-Central-1,Truck,771,1,1,0,698.21,3155.79,2024-01-21,2024-01-22
SHP-101673,Tanzania,Dar es Salaam,WH-Central-1,Air,790,1,1,0,883.35,4902.52,2024-03-29,2024-03-30
SHP-101674,Uganda,Gulu,WH-East-2,Air,992,2,2,0,909.41,2295.14,2023-06-25,2023-06-27
SHP-101675,Ethiopia,Addis Ababa,WH-Central-1,Air,324,1,1,0,339.82,954.48,2023-05-28,2023-05-29
SHP-101676,Kenya,Mombasa,WH-East-1,Air,1249,3,3,0,934.21,737.47,2023-04-09,2023-04-12
SHP-101677,Nigeria,Lagos,WH-East-1,Truck,1773,4,4,0,1723.86,1989.49,2024-04-20,2024-04-24
SHP-101678,Ethiopia,Addis Ababa,WH-West-1,Truck,1026,3,2,1,654.77,2891.57,2023-06-30,2023-07-03
SHP-101679,Cameroon,Yaounde,WH-Central-1,Truck,737,2,1,1,370.07,4052.23,2024-01-31,2024-02-02
SHP-101680,Rwanda,Musanze,WH-East-1,Truck,895,3,2,1,390.56,3028.16,2024-05-20,2024-05-23
SHP-101681,Ethiopia,Mekelle,WH-East-2,Sea,326,2,1,1,303.08,958.14,2024-09-24,2024-09-26
SHP-101682,Cameroon,Douala,WH-East-1,Truck,596,1,1,0,278.71,4929.65,2024-02-16,2024-02-17
SHP-101683,Ethiopia,Addis Ababa,WH-West-1,Air,722,1,1,0,309.07,3326.72,2024-01-10,2024-01-11
SHP-101684,Cameroon,Bafoussam,WH-East-2,Rail,1255,3,3,0,1255.08,1181.37,2024-04-26,2024-04-29
SHP-101685,Cameroon,Douala,WH-Central-1,Truck,678,2,1,1,590.12,1528.98,2023-10-06,2023-10-08
SHP-101686,Cameroon,Douala,WH-West-1,Sea,1181,2,2,0,657.42,827.0,2024-10-15,2024-10-17
SHP-101687,Tanzania,Arusha,WH-Central-1,Truck,610,1,1,0,295.12,4214.29,2023-10-13,2023-10-14
SHP-101688,Nigeria,Lagos,WH-Central-1,Air,1103,2,2,0,454.11,4420.74,2023-04-19,2023-04-21
SHP-101689,Uganda,Gulu,WH-Central-1,Sea,301,2,1,1,199.11,4464.15,2023-01-18,2023-01-20
SHP-101690,Tanzania,Arusha,WH-East-2,Truck,733,2,1,1,548.9,1514.23,2024-02-17,2024-02-19
SHP-101691,Uganda,Kampala,WH-West-1,Truck,760,1,1,0,716.91,2559.16,2024-06-24,2024-06-25
SHP-101692,Uganda,Kampala,WH-East-2,Truck,401,1,1,0,332.92,485.81,2024-01-24,2024-01-25
SHP-101693,Uganda,Kampala,WH-East-1,Sea,1545,3,3,0,1064.8,2815.39,2023-12-08,2023-12-11
SHP-101694,Cameroon,Yaounde,WH-East-1,Truck,1486,3,3,0,1149.69,4207.88,2023-05-05,2023-05-08
SHP-101695,Rwanda,Musanze,WH-Central-1,Air,1076,2,2,0,715.66,4904.0,2023-08-12,2023-08-14
SHP-101696,Rwanda,Huye,WH-East-2,Air,987,2,2,0,1135.28,236.44,2024-02-05,2024-02-07
SHP-101697,Rwanda,Kigali,WH-West-1,Truck,1095,3,2,1,491.56,2705.83,2023-09-23,2023-09-26
SHP-101698,Cameroon,Yaounde,WH-West-1,Truck,851,2,2,0,415.59,2317.51,2024-07-20,2024-07-22
SHP-101699,Ethiopia,Mekelle,WH-West-1,Truck,858,4,2,2,944.28,2407.15,2023-05-28,2023-06-01
SHP-101700,Uganda,Entebbe,WH-East-1,Truck,805,3,2,1,698.4,2074.7,2023-03-18,2023-03-21
SHP-101701,Rwanda,Huye,WH-West-1,Truck,717,1,1,0,373.82,2921.36,2024-06-19,2024-06-20
SHP-101702,Ethiopia,Dire Dawa,WH-Central-1,Air,964,3,2,1,658.61,4984.29,2023-11-01,2023-11-04
SHP-101703,Uganda,Kampala,WH-East-1,Truck,1146,3,2,1,1089.63,555.15,2023-05-23,2023-05-26
SHP-101704,Nigeria,Abuja,WH-East-1,Rail,1100,3,2,1,1125.05,535.12,2024-01-25,2024-01-28
SHP-101705,Nigeria,Abuja,WH-East-2,Truck,831,2,2,0,911.45,3298.35,2024-10-24,2024-10-26
SHP-101706,Rwanda,Huye,WH-East-2,Truck,1175,2,2,0,913.62,4293.14,2024-03-27,2024-03-29
SHP-101707,Uganda,Kampala,WH-Central-1,Truck,843,3,2,1,875.83,422.95,2023-04-21,2023-04-24
SHP-101708,Cameroon,Yaounde,WH-East-2,Truck,345,1,1,0,367.11,3461.85,2023-06-15,2023-06-16
SHP-101709,Kenya,Nairobi,WH-East-2,Truck,592,2,1,1,417.04,4560.92,2023-11-05,2023-11-07
SHP-101710,Rwanda,Musanze,WH-Central-1,Truck,963,3,2,1,1113.0,739.54,2023-11-13,2023-11-16
SHP-101711,Nigeria,Abuja,WH-East-1,Truck,523,2,1,1,252.72,3969.41,2024-05-02,2024-05-04
SHP-101712,Rwanda,Huye,WH-East-1,Truck,1225,4,3,1,1062.82,2310.28,2023-07-31,2023-08-04
SHP-101713,Kenya,Kisumu,WH-West-1,Sea,1128,2,2,0,994.15,3121.14,2023-09-29,2023-10-01
SHP-101714,Nigeria,Kano,WH-East-2,Air,1377,3,3,0,606.28,3336.03,2024-08-18,2024-08-21
SHP-101715,Kenya,Nairobi,WH-East-1,Air,581,1,1,0,305.58,4309.52,2024-09-28,2024-09-29
SHP-101716,Uganda,Entebbe,WH-East-1,Truck,203,1,1,0,190.17,3299.29,2024-01-27,2024-01-28
SHP-101717,Ethiopia,Addis Ababa,WH-East-2,Air,792,1,1,0,801.28,3936.87,2024-06-23,2024-06-24
SHP-101718,Kenya,Nairobi,WH-East-2,Truck,838,3,2,1,553.77,3298.56,2023-04-02,2023-04-05
SHP-101719,Tanzania,Dar es Salaam,WH-West-1,Truck,865,3,2,1,703.8,419.49,2024-10-23,2024-10-26
SHP-101720,Nigeria,Kano,WH-East-1,Rail,509,2,1,1,407.62,3100.94,2023-07-31,2023-08-02
SHP-101721,Rwanda,Kigali,WH-West-1,Truck,763,2,1,1,715.74,3514.43,2023-02-02,2023-02-04
SHP-101722,Ethiopia,Addis Ababa,WH-East-1,Rail,515,1,1,0,214.34,3652.58,2023-11-04,2023-11-05
SHP-101723,Uganda,Gulu,WH-West-1,Truck,989,2,2,0,662.61,2031.33,2024-05-29,2024-05-31
SHP-101724,Cameroon,Bafoussam,WH-East-2,Truck,977,3,2,1,528.79,3247.98,2023-07-24,2023-07-27
SHP-101725,Nigeria,Lagos,WH-East-1,Truck,312,2,1,1,286.24,4965.38,2024-03-11,2024-03-13
SHP-101726,Tanzania,Dar es Salaam,WH-East-1,Truck,494,1,1,0,290.96,4560.24,2023-12-18,2023-12-19
SHP-101727,Nigeria,Abuja,WH-East-2,Air,433,2,1,1,290.86,3245.5,2024-02-18,2024-02-20
SHP-101728,Ethiopia,Addis Ababa,WH-West-1,Truck,587,1,1,0,251.79,1369.57,2023-05-16,2023-05-17
SHP-101729,Ethiopia,Addis Ababa,WH-East-2,Truck,989,1,2,-1,865.97,4442.51,2024-09-29,2024-09-30
SHP-101730,Nigeria,Kano,WH-West-1,Air,823,2,2,0,820.67,4652.55,2024-03-28,2024-03-30
SHP-101731,Rwanda,Huye,WH-East-1,Truck,447,2,1,1,315.94,206.84,2024-05-27,2024-05-29
SHP-101732,Kenya,Nairobi,WH-Central-1,Truck,1231,4,3,1,571.22,3826.4,2023-01-07,2023-01-11
SHP-101733,Nigeria,Abuja,WH-East-2,Truck,968,3,2,1,1040.39,1933.87,2023-07-02,2023-07-05
SHP-101734,Cameroon,Yaounde,WH-West-1,Truck,760,2,1,1,566.65,472.23,2024-02-16,2024-02-18
SHP-101735,Kenya,Kisumu,WH-East-1,Truck,1214,3,3,0,681.72,942.44,2023-12-04,2023-12-07
SHP-101736,Cameroon,Yaounde,WH-East-1,Truck,1159,3,2,1,1273.19,1186.58,2023-01-29,2023-02-01
SHP-101737,Nigeria,Abuja,WH-Central-1,Truck,2037,5,5,0,1096.05,2182.66,2023-12-04,2023-12-09
SHP-101738,Ethiopia,Addis Ababa,WH-East-2,Truck,1077,3,2,1,1188.43,4500.49,2023-06-17,2023-06-20
SHP-101739,Ethiopia,Addis Ababa,WH-Central-1,Rail,50,1,1,0,46.08,3599.13,2024-06-29,2024-06-30
SHP-101740,Ethiopia,Mekelle,WH-East-2,Truck,92,2,1,1,86.11,1437.43,2023-06-21,2023-06-23
SHP-101741,Cameroon,Bafoussam,WH-East-2,Truck,1410,4,3,1,1239.36,2330.88,2024-02-22,2024-02-26
SHP-101742,Kenya,Nairobi,WH-East-2,Air,1309,3,3,0,1252.02,3579.68,2024-04-22,2024-04-25
SHP-101743,Uganda,Gulu,WH-East-2,Truck,391,1,1,0,373.04,647.31,2024-10-18,2024-10-19
SHP-101744,Rwanda,Kigali,WH-Central-1,Truck,1005,3,2,1,419.4,3967.48,2023-02-22,2023-02-25
SHP-101745,Uganda,Gulu,WH-Central-1,Truck,992,2,2,0,1061.7,1014.2,2024-05-03,2024-05-05
SHP-101746,Nigeria,Abuja,WH-East-1,Truck,387,2,1,1,243.03,2014.34,2024-07-24,2024-07-26
SHP-101747,Rwanda,Musanze,WH-East-2,Truck,138,1,1,0,142.41,388.73,2023-10-30,2023-10-31
SHP-101748,Rwanda,Huye,WH-East-1,Truck,1517,3,3,0,724.58,2276.77,2023-08-25,2023-08-28
SHP-101749,Kenya,Kisumu,WH-West-1,Truck,532,1,1,0,516.66,3137.83,2023-10-27,2023-10-28
SHP-101750,Tanzania,Arusha,WH-East-2,Air,636,1,1,0,702.03,2313.5,2024-03-13,2024-03-14
SHP-101751,Tanzania,Dar es Salaam,WH-East-1,Truck,798,2,1,1,909.47,3654.51,2023-03-20,2023-03-22
SHP-101752,Rwanda,Kigali,WH-West-1,Rail,1104,3,2,1,829.43,3464.96,2023-03-17,2023-03-20
SHP-101753,Uganda,Kampala,WH-East-1,Truck,1241,3,3,0,1153.21,3241.81,2023-09-25,2023-09-28
SHP-101754,Uganda,Kampala,WH-West-1,Truck,1378,4,3,1,1269.39,2680.05,2024-11-25,2024-11-29
SHP-101755,Ethiopia,Dire Dawa,WH-East-2,Truck,1531,4,3,1,1792.72,4744.59,2023-08-24,2023-08-28
SHP-101756,Kenya,Mombasa,WH-East-2,Truck,1109,4,2,2,1244.67,4560.54,2024-01-02,2024-01-06
SHP-101757,Tanzania,Dar es Salaam,WH-Central-1,Truck,1571,3,3,0,1862.29,3708.62,2024-08-18,2024-08-21
SHP-101758,Cameroon,Bafoussam,WH-East-1,Truck,902,2,2,0,630.92,4273.61,2023-04-25,2023-04-27
SHP-101759,Rwanda,Huye,WH-West-1,Truck,1113,2,2,0,834.06,3330.15,2023-02-06,2023-02-08
SHP-101760,Nigeria,Abuja,WH-East-2,Rail,1080,3,2,1,1022.96,4824.29,2023-05-31,2023-06-03
SHP-101761,Ethiopia,Addis Ababa,WH-East-2,Truck,628,3,1,2,515.41,1314.22,2023-02-03,2023-02-06
SHP-101762,Ethiopia,Addis Ababa,WH-East-1,Truck,159,2,1,1,117.42,4535.91,2023-12-05,2023-12-07
SHP-101763,Ethiopia,Dire Dawa,WH-East-2,Truck,1031,3,2,1,636.41,898.59,2024-02-29,2024-03-03
SHP-101764,Nigeria,Abuja,WH-Central-1,Truck,531,2,1,1,487.85,1591.8,2024-08-14,2024-08-16
SHP-101765,Uganda,Entebbe,WH-East-2,Truck,702,1,1,0,463.69,346.32,2023-01-15,2023-01-16
SHP-101766,Uganda,Entebbe,WH-East-2,Rail,1143,3,2,1,654.25,318.92,2024-06-12,2024-06-15
SHP-101767,Ethiopia,Addis Ababa,WH-East-1,Truck,906,2,2,0,1015.33,3648.13,2023-09-01,2023-09-03
SHP-101768,Rwanda,Kigali,WH-West-1,Air,220,1,1,0,93.08,2096.42,2024-10-13,2024-10-14
SHP-101769,Ethiopia,Addis Ababa,WH-West-1,Truck,1360,3,3,0,809.22,1626.04,2024-02-09,2024-02-12
